prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
-308.90203616745447,"[33.59235760758965, 130.3455569465927]","(6590, 10552)","(33.59223757399575, 130.34558605514687)","(33.59234556734903, 130.34561038650904)"
-402.0764316457737,"[33.59244988396167, 130.3455308621101]","(6590, 10552)","(33.59234556734903, 130.34561038650904)","(33.592427792844816, 130.34562891226324)"
-442.1803809156606,"[33.5925736511439, 130.3455955536387]","(6590, 10552)","(33.592427792844816, 130.34562891226324)","(33.592559452019714, 130.34565857563575)"
-473.343556410451,"[33.59266527372747, 130.3456247729532]","(6590, 10552)","(33.592559452019714, 130.34565857563575)","(33.59265291354453, 130.3456796329151)"
-480.17842690914455,"[33.59274454976767, 130.3456810825787]","(6590, 10552)","(33.59265291354453, 130.3456796329151)","(33.59274043368498, 130.3456993515753)"
-507.41626306455964,"[33.59283463846295, 130.3456675709508]","(6590, 6627)","(33.59274043368498, 130.3456993515753)","(33.59282365737729, 130.3457177897864)"
-539.0364589410821,"[33.59293408136218, 130.3456838821344]","(6590, 6627)","(33.59282365737729, 130.3457177897864)","(33.59292196638549, 130.34573928649434)"
-544.7340921266986,"[33.59305289693511, 130.3457522323638]","(6590, 6627)","(33.59292196638549, 130.34573928649434)","(33.593049623892504, 130.3457672006824)"
-582.2498215123888,"[33.59314143078736, 130.3458497348524]","(6590, 6627)","(33.593049623892504, 130.3457672006824)","(33.59315446518817, 130.34579012577086)"
-587.5816058769157,"[33.59326232926323, 130.3458223679386]","(6590, 6627)","(33.59315446518817, 130.34579012577086)","(33.59326413567527, 130.34581410683293)"
-591.9089386955718,"[33.59336889468468, 130.3458473669648]","(6590, 6627)","(33.59326413567527, 130.34581410683293)","(33.593371055223564, 130.34583748636186)"
-613.2866996687519,"[33.59346999510526, 130.3458147404067]","(6590, 6627)","(33.593371055223564, 130.34583748636186)","(33.59346073347075, 130.3458570958272)"
-620.1812821480883,"[33.59357616029083, 130.3458620143406]","(6590, 6627)","(33.59346073347075, 130.3458570958272)","(33.593571919519285, 130.34588140828902)"
-624.8772304966111,"[33.59369667529463, 130.345896514254]","(6590, 6627)","(33.593571919519285, 130.34588140828902)","(33.59369413480434, 130.34590813245535)"
-628.3653747945215,"[33.59379429932087, 130.3459280134461]","(6590, 6627)","(33.59369413480434, 130.34590813245535)","(33.59379387747128, 130.3459299426538)"
-632.408823891031,"[33.59389175570904, 130.3459597473315]","(6590, 6627)","(33.59379387747128, 130.3459299426538)","(33.5938935091272, 130.3459517285781)"
-659.2534017060766,"[33.59394348881542, 130.3460628615044]","(6627, 6641)","(33.5938935091272, 130.3459517285781)","(33.59397856820497, 130.34606670710593)"
-673.6284001632122,"[33.59399668037295, 130.3461387344919]","(6627, 6641)","(33.59397856820497, 130.34606670710593)","(33.593970981004176, 130.3461359171814)"
-708.8689409114577,"[33.59402433227151, 130.3461454903058]","(6627, 6641)","(33.593970981004176, 130.3461359171814)","(33.59397899460966, 130.34617209952654)"
-806.2428831650151,"[33.59412892165928, 130.3462492750309]","(6627, 6641)","(33.59397899460966, 130.34617209952654)","(33.594051097576966, 130.3462949509238)"
-902.9991421042846,"[33.59416399992406, 130.3463085183225]","(6627, 6641)","(33.594051097576966, 130.3462949509238)","(33.59408594700576, 130.346354328522)"
-960.9497716644598,"[33.59418883550315, 130.3464084808997]","(6641, 6648)","(33.59408594700576, 130.346354328522)","(33.594228198596845, 130.3464571058978)"
-966.0208626163867,"[33.59415680825114, 130.3465175797514]","(6633, 6641)","(33.594228198596845, 130.3464571058978)","(33.59414849449318, 130.3465104471831)"
-1019.3463179390296,"[33.59414136040359, 130.3466443811826]","(6633, 6641)","(33.59414849449318, 130.3465104471831)","(33.59408016296359, 130.34662855602735)"
-1077.46078047555,"[33.59412416073828, 130.3467265908889]","(6633, 6641)","(33.59408016296359, 130.34662855602735)","(33.594059158626195, 130.34670978187668)"
-1102.2810408152282,"[33.59408727198242, 130.3467645441465]","(6633, 6641)","(33.594059158626195, 130.34670978187668)","(33.59404764724764, 130.3467542975156)"
-1149.1260693391016,"[33.59409585505127, 130.3468742800228]","(6633, 6641)","(33.59404764724764, 130.3467542975156)","(33.594037638344965, 130.34687860304555)"
-1186.7135024952383,"[33.59412693514823, 130.3470273503385]","(6633, 6641)","(33.594037638344965, 130.34687860304555)","(33.59407442102386, 130.34702952393636)"
-1207.0023762627623,"[33.59411452993154, 130.3471552414171]","(6633, 6641)","(33.59407442102386, 130.34702952393636)","(33.5940793, 130.3471474)"
-1278.6372299734458,"[33.59411307986229, 130.3472927549205]","(6633, 6641)","(33.5940793, 130.3471474)","(33.59403955356401, 130.34728328999668)"
-1400.083747309617,"[33.5941421818301, 130.3474078719787]","(6633, 6641)","(33.59403955356401, 130.34728328999668)","(33.59404557918385, 130.34745649037836)"
-1520.2771661304726,"[33.59421419076025, 130.3475722410999]","(6633, 6636)","(33.59404557918385, 130.34745649037836)","(33.59410324274896, 130.34758337429133)"
-1607.4807483217069,"[33.59420239742249, 130.3476934434197]","(6633, 6636)","(33.59410324274896, 130.34758337429133)","(33.59412303409069, 130.34771674852507)"
-1625.6983949511612,"[33.59419683183878, 130.3478004803232]","(6636, 6646)","(33.59412303409069, 130.34771674852507)","(33.59416576279399, 130.34781680301285)"
-1631.343041223855,"[33.59418430927544, 130.3478724976353]","(6636, 6646)","(33.59416576279399, 130.34781680301285)","(33.594192654872025, 130.34786812553918)"
-1681.322162610746,"[33.5941960858494, 130.3480230701439]","(6636, 6646)","(33.594192654872025, 130.34786812553918)","(33.5942412, 130.3479763)"
-1803.3394406119355,"[33.59420565798282, 130.348168227943]","(6646, 6648)","(33.5942412, 130.3479763)","(33.594309, 130.3479972)"
-1919.9610036031772,"[33.59418787158429, 130.3482529354564]","(6636, 6646)","(33.594309, 130.3479972)","(33.5942412, 130.3479763)"
-2067.2022711264553,"[33.59421557377427, 130.3483367544881]","(6646, 6649)","(33.5942412, 130.3479763)","(33.594311611534835, 130.34833458459727)"
-2091.279474545218,"[33.59427514396011, 130.3484495246134]","(6646, 6649)","(33.594311611534835, 130.34833458459727)","(33.59431418857382, 130.34844864243382)"
-2096.0061668623007,"[33.59432323093861, 130.3485745155535]","(6649, 6651)","(33.59431418857382, 130.34844864243382)","(33.5943171, 130.3485775)"
-2121.5893551957706,"[33.59436400889754, 130.3487331011615]","(6649, 6651)","(33.5943171, 130.3485775)","(33.59432247599612, 130.34873452312226)"
-2176.5331751780172,"[33.59439161888658, 130.3488722407542]","(6649, 6651)","(33.59432247599612, 130.34873452312226)","(33.59432726646272, 130.3488744439863)"
-2211.563723991895,"[33.59438272568732, 130.3490179685227]","(6649, 6651)","(33.59432726646272, 130.3488744439863)","(33.59433223948657, 130.3490196970173)"
-2256.899383857116,"[33.59439490459263, 130.3491489609055]","(6649, 6651)","(33.59433223948657, 130.3490196970173)","(33.594336733277274, 130.34915095251515)"
-2316.452155321966,"[33.59440773728638, 130.3492564839594]","(6649, 6651)","(33.594336733277274, 130.34915095251515)","(33.59434042525546, 130.34925878851948)"
-2325.990335459976,"[33.59436594511717, 130.3494040557466]","(6649, 6651)","(33.59434042525546, 130.34925878851948)","(33.59434542282096, 130.34940475836785)"
-2337.888743675066,"[33.59438125885426, 130.3495448214285]","(6651, 6654)","(33.59434542282096, 130.34940475836785)","(33.594355307379686, 130.34954685705404)"
-2343.682576093842,"[33.5943551911354, 130.3497029711775]","(6651, 6654)","(33.594355307379686, 130.34954685705404)","(33.594367477328255, 130.34970200745238)"
-2371.5183055452317,"[33.59442133764694, 130.3498381374608]","(6651, 6654)","(33.594367477328255, 130.34970200745238)","(33.59437841939018, 130.3498415039554)"
-2377.4348169001387,"[33.59436387478708, 130.3499105909191]","(6642, 6654)","(33.59437841939018, 130.3498415039554)","(33.59436692265714, 130.34990017736308)"
-2384.3771366543306,"[33.59440327811389, 130.3500556481353]","(6654, 6655)","(33.59436692265714, 130.34990017736308)","(33.594391720458816, 130.35005640168674)"
-2413.026756955069,"[33.59444646167903, 130.3502088357977]","(6654, 6655)","(33.594391720458816, 130.35005640168674)","(33.59440184870922, 130.35021174453368)"
-2419.5796228355343,"[33.59442629482, 130.3503308595441]","(118, 6655)","(33.59440184870922, 130.35021174453368)","(33.59441115893673, 130.35033204488437)"
-2431.137092405585,"[33.59444693944751, 130.3504618183992]","(118, 6655)","(33.59441115893673, 130.35033204488437)","(33.59442147807654, 130.350463812362)"
-2435.9268895808723,"[33.59444130680858, 130.3505860046766]","(118, 6655)","(33.59442147807654, 130.350463812362)","(33.59443110989153, 130.35058680323033)"
-2446.4551349656467,"[33.59440396542995, 130.3506802507959]","(118, 6650)","(33.59443110989153, 130.35058680323033)","(33.594402901052355, 130.35069493920668)"
-2461.828992445072,"[33.59429972450426, 130.350652295327]","(6644, 6650)","(33.594402901052355, 130.35069493920668)","(33.59432790961951, 130.35064379505414)"
-2469.6255647807966,"[33.59434184714555, 130.3506930248163]","(118, 6650)","(33.59432790961951, 130.35064379505414)","(33.59435189830976, 130.350679570502)"
-2482.4189442697484,"[33.59436086568385, 130.3507179525963]","(118, 6650)","(33.59435189830976, 130.350679570502)","(33.594370362223096, 130.35068869000446)"
-2600.8858237594077,"[33.59443740084171, 130.3509201241008]","(6650, 6652)","(33.594370362223096, 130.35068869000446)","(33.5943779, 130.3507478)"
-2630.715656901909,"[33.59443431630134, 130.3509751093856]","(6652, 10193)","(33.5943779, 130.3507478)","(33.59440642426658, 130.35097915335268)"
-2640.893729861105,"[33.594376606898, 130.3510514685235]","(6652, 10193)","(33.59440642426658, 130.35097915335268)","(33.59439507373396, 130.35105916303849)"
-2741.909153970267,"[33.59428156449794, 130.3511390594117]","(10193, 10195)","(33.59439507373396, 130.35105916303849)","(33.59436787374899, 130.35115177193688)"
-2860.3818167978816,"[33.59421873375177, 130.3512201794706]","(10193, 10195)","(33.59436787374899, 130.35115177193688)","(33.594354845111944, 130.35124022736895)"
-2934.283450401193,"[33.59415544200092, 130.3513362185381]","(10195, 10196)","(33.594354845111944, 130.35124022736895)","(33.594225, 130.3513522)"
-2959.213916630097,"[33.59405910040586, 130.3513468635551]","(10192, 10196)","(33.594225, 130.3513522)","(33.5940451, 130.351371)"
-2964.0287315459213,"[33.59394906278103, 130.3513420188151]","(10189, 10192)","(33.5940451, 130.351371)","(33.593947940090565, 130.35134646466935)"
-2974.1090950651746,"[33.5938498713389, 130.3514054362945]","(10189, 10190)","(33.593947940090565, 130.35134646466935)","(33.5938562, 130.3513984)"
-2993.283456194511,"[33.59377235549837, 130.3514307161144]","(6622, 10190)","(33.5938562, 130.3513984)","(33.5938, 130.3514099)"
-3110.300236098014,"[33.59370514939874, 130.3513072339169]","(10189, 10190)","(33.5938, 130.3514099)","(33.5938485, 130.3513255)"
-3228.846524644138,"[33.59362073525189, 130.3512593397222]","(10187, 10189)","(33.5938485, 130.3513255)","(33.59383904794448, 130.35123622556173)"
Path4
1,"[33.59088500778525, 130.3452058454327]","(6590, 10552)","(33.59086891653814, 130.34528057044233)","(33.59086891653814, 130.34528057044233)"
-41.68204607094344,"[33.59100822176188, 130.3452420720182]","(6590, 10552)","(33.59086891653814, 130.34528057044233)","(33.590994125454166, 130.3453075328692)"
-65.62840007633277,"[33.59113711028694, 130.3452888095103]","(6590, 10552)","(33.590994125454166, 130.3453075328692)","(33.59112692055246, 130.34533612890087)"
-94.15507632160755,"[33.59124197627752, 130.3453069814763]","(6590, 10552)","(33.59112692055246, 130.34533612890087)","(33.591230234373626, 130.34535909724227)"
-156.96489340086438,"[33.59133857771157, 130.3452995048187]","(6590, 10552)","(33.591230234373626, 130.34535909724227)","(33.591320565876416, 130.34537944931435)"
-174.89239630637357,"[33.59143134861588, 130.3453632072828]","(6590, 10552)","(33.591320565876416, 130.34537944931435)","(33.5914225141195, 130.34540241868746)"
-214.7584696257513,"[33.59155136070549, 130.3453656715623]","(6590, 10552)","(33.5914225141195, 130.34540241868746)","(33.59153725685035, 130.34542827071311)"
-220.15080324494474,"[33.59167456630021, 130.3454453164063]","(6590, 10552)","(33.59153725685035, 130.34542827071311)","(33.59167158785587, 130.34545853606045)"
-226.21740552890455,"[33.59181612826287, 130.3454733957819]","(6590, 10552)","(33.59167158785587, 130.34545853606045)","(33.591812331777305, 130.34549024626503)"
-229.780344169996,"[33.59187444116323, 130.3455003519825]","(6590, 10552)","(33.591812331777305, 130.34549024626503)","(33.59187360754346, 130.34550405195594)"
-233.3252519090092,"[33.59198817520737, 130.34552601737]","(6590, 10552)","(33.59187360754346, 130.34550405195594)","(33.591987350298034, 130.3455296786827)"
-254.54269885440345,"[33.5921100983709, 130.3455122207574]","(6590, 10552)","(33.591987350298034, 130.3455296786827)","(33.592100425120954, 130.3455551549216)"
-279.1340050141632,"[33.59224836624562, 130.3455381543658]","(6590, 10552)","(33.592100425120954, 130.3455551549216)","(33.59223757399575, 130.34558605514687)"
-308.90203616745447,"[33.59235760758965, 130.3455569465927]","(6590, 10552)","(33.59223757399575, 130.34558605514687)","(33.59234556734903, 130.34561038650904)"
-402.0764316457737,"[33.59244988396167, 130.3455308621101]","(6590, 10552)","(33.59234556734903, 130.34561038650904)","(33.592427792844816, 130.34562891226324)"
-442.1803809156606,"[33.5925736511439, 130.3455955536387]","(6590, 10552)","(33.592427792844816, 130.34562891226324)","(33.592559452019714, 130.34565857563575)"
-473.343556410451,"[33.59266527372747, 130.3456247729532]","(6590, 10552)","(33.592559452019714, 130.34565857563575)","(33.59265291354453, 130.3456796329151)"
-480.17842690914455,"[33.59274454976767, 130.3456810825787]","(6590, 10552)","(33.59265291354453, 130.3456796329151)","(33.59274043368498, 130.3456993515753)"
-507.41626306455964,"[33.59283463846295, 130.3456675709508]","(6590, 6627)","(33.59274043368498, 130.3456993515753)","(33.59282365737729, 130.3457177897864)"
-539.0364589410821,"[33.59293408136218, 130.3456838821344]","(6590, 6627)","(33.59282365737729, 130.3457177897864)","(33.59292196638549, 130.34573928649434)"
-544.7340921266986,"[33.59305289693511, 130.3457522323638]","(6590, 6627)","(33.59292196638549, 130.34573928649434)","(33.593049623892504, 130.3457672006824)"
-582.2498215123888,"[33.59314143078736, 130.3458497348524]","(6590, 6627)","(33.593049623892504, 130.3457672006824)","(33.59315446518817, 130.34579012577086)"
-587.5816058769157,"[33.59326232926323, 130.3458223679386]","(6590, 6627)","(33.59315446518817, 130.34579012577086)","(33.59326413567527, 130.34581410683293)"
-591.9089386955718,"[33.59336889468468, 130.3458473669648]","(6590, 6627)","(33.59326413567527, 130.34581410683293)","(33.593371055223564, 130.34583748636186)"
-613.2866996687519,"[33.59346999510526, 130.3458147404067]","(6590, 6627)","(33.593371055223564, 130.34583748636186)","(33.59346073347075, 130.3458570958272)"
-620.1812821480883,"[33.59357616029083, 130.3458620143406]","(6590, 6627)","(33.59346073347075, 130.3458570958272)","(33.593571919519285, 130.34588140828902)"
-624.8772304966111,"[33.59369667529463, 130.345896514254]","(6590, 6627)","(33.593571919519285, 130.34588140828902)","(33.59369413480434, 130.34590813245535)"
-628.3653747945215,"[33.59379429932087, 130.3459280134461]","(6590, 6627)","(33.59369413480434, 130.34590813245535)","(33.59379387747128, 130.3459299426538)"
-632.408823891031,"[33.59389175570904, 130.3459597473315]","(6590, 6627)","(33.59379387747128, 130.3459299426538)","(33.5938935091272, 130.3459517285781)"
-659.2534017060766,"[33.59394348881542, 130.3460628615044]","(6627, 6641)","(33.5938935091272, 130.3459517285781)","(33.59397856820497, 130.34606670710593)"
-673.6284001632122,"[33.59399668037295, 130.3461387344919]","(6627, 6641)","(33.59397856820497, 130.34606670710593)","(33.593970981004176, 130.3461359171814)"
-708.8689409114577,"[33.59402433227151, 130.3461454903058]","(6627, 6641)","(33.593970981004176, 130.3461359171814)","(33.59397899460966, 130.34617209952654)"
-806.2428831650151,"[33.59412892165928, 130.3462492750309]","(6627, 6641)","(33.59397899460966, 130.34617209952654)","(33.594051097576966, 130.3462949509238)"
-902.9991421042846,"[33.59416399992406, 130.3463085183225]","(6627, 6641)","(33.594051097576966, 130.3462949509238)","(33.59408594700576, 130.346354328522)"
-960.9497716644598,"[33.59418883550315, 130.3464084808997]","(6641, 6648)","(33.59408594700576, 130.346354328522)","(33.594228198596845, 130.3464571058978)"
-966.0208626163867,"[33.59415680825114, 130.3465175797514]","(6633, 6641)","(33.594228198596845, 130.3464571058978)","(33.59414849449318, 130.3465104471831)"
-1019.3463179390296,"[33.59414136040359, 130.3466443811826]","(6633, 6641)","(33.59414849449318, 130.3465104471831)","(33.59408016296359, 130.34662855602735)"
-1077.46078047555,"[33.59412416073828, 130.3467265908889]","(6633, 6641)","(33.59408016296359, 130.34662855602735)","(33.594059158626195, 130.34670978187668)"
-1102.2810408152282,"[33.59408727198242, 130.3467645441465]","(6633, 6641)","(33.594059158626195, 130.34670978187668)","(33.59404764724764, 130.3467542975156)"
-1149.1260693391016,"[33.59409585505127, 130.3468742800228]","(6633, 6641)","(33.59404764724764, 130.3467542975156)","(33.594037638344965, 130.34687860304555)"
-1186.7135024952383,"[33.59412693514823, 130.3470273503385]","(6633, 6641)","(33.594037638344965, 130.34687860304555)","(33.59407442102386, 130.34702952393636)"
-1207.0023762627623,"[33.59411452993154, 130.3471552414171]","(6633, 6641)","(33.59407442102386, 130.34702952393636)","(33.5940793, 130.3471474)"
-1278.6372299734458,"[33.59411307986229, 130.3472927549205]","(6633, 6641)","(33.5940793, 130.3471474)","(33.59403955356401, 130.34728328999668)"
-1400.083747309617,"[33.5941421818301, 130.3474078719787]","(6633, 6641)","(33.59403955356401, 130.34728328999668)","(33.59404557918385, 130.34745649037836)"
-1520.2771661304726,"[33.59421419076025, 130.3475722410999]","(6633, 6636)","(33.59404557918385, 130.34745649037836)","(33.59410324274896, 130.34758337429133)"
-1607.4807483217069,"[33.59420239742249, 130.3476934434197]","(6633, 6636)","(33.59410324274896, 130.34758337429133)","(33.59412303409069, 130.34771674852507)"
-1625.6983949511612,"[33.59419683183878, 130.3478004803232]","(6636, 6646)","(33.59412303409069, 130.34771674852507)","(33.59416576279399, 130.34781680301285)"
-1631.343041223855,"[33.59418430927544, 130.3478724976353]","(6636, 6646)","(33.59416576279399, 130.34781680301285)","(33.594192654872025, 130.34786812553918)"
-1681.322162610746,"[33.5941960858494, 130.3480230701439]","(6636, 6646)","(33.594192654872025, 130.34786812553918)","(33.5942412, 130.3479763)"
-1803.3394406119355,"[33.59420565798282, 130.348168227943]","(6646, 6648)","(33.5942412, 130.3479763)","(33.594309, 130.3479972)"
-1919.9610036031772,"[33.59418787158429, 130.3482529354564]","(6636, 6646)","(33.594309, 130.3479972)","(33.5942412, 130.3479763)"
-2067.2022711264553,"[33.59421557377427, 130.3483367544881]","(6646, 6649)","(33.5942412, 130.3479763)","(33.594311611534835, 130.34833458459727)"
-2091.279474545218,"[33.59427514396011, 130.3484495246134]","(6646, 6649)","(33.594311611534835, 130.34833458459727)","(33.59431418857382, 130.34844864243382)"
-2096.251585231541,"[33.59432323093861, 130.3485745155535]","(6646, 6649)","(33.59431418857382, 130.34844864243382)","(33.59431703573161, 130.3485746555289)"
-2121.5113188174373,"[33.59436400889754, 130.3487331011615]","(6649, 6651)","(33.59431703573161, 130.3485746555289)","(33.59432247599612, 130.34873452312226)"
-2176.455138799684,"[33.59439161888658, 130.3488722407542]","(6649, 6651)","(33.59432247599612, 130.34873452312226)","(33.59432726646272, 130.3488744439863)"
-2211.485687613562,"[33.59438272568732, 130.3490179685227]","(6649, 6651)","(33.59432726646272, 130.3488744439863)","(33.59433223948657, 130.3490196970173)"
-2256.8213474787826,"[33.59439490459263, 130.3491489609055]","(6649, 6651)","(33.59433223948657, 130.3490196970173)","(33.594336733277274, 130.34915095251515)"
-2316.3741189436328,"[33.59440773728638, 130.3492564839594]","(6649, 6651)","(33.594336733277274, 130.34915095251515)","(33.59434042525546, 130.34925878851948)"
-2325.9122990816427,"[33.59436594511717, 130.3494040557466]","(6649, 6651)","(33.59434042525546, 130.34925878851948)","(33.59434542282096, 130.34940475836785)"
-2337.8107072967327,"[33.59438125885426, 130.3495448214285]","(6651, 6654)","(33.59434542282096, 130.34940475836785)","(33.594355307379686, 130.34954685705404)"
-2343.6045397155085,"[33.5943551911354, 130.3497029711775]","(6651, 6654)","(33.594355307379686, 130.34954685705404)","(33.594367477328255, 130.34970200745238)"
-2371.4402691668984,"[33.59442133764694, 130.3498381374608]","(6651, 6654)","(33.594367477328255, 130.34970200745238)","(33.59437841939018, 130.3498415039554)"
-2377.3567805218054,"[33.59436387478708, 130.3499105909191]","(6642, 6654)","(33.59437841939018, 130.3498415039554)","(33.59436692265714, 130.34990017736308)"
-2384.2991002759973,"[33.59440327811389, 130.3500556481353]","(6654, 6655)","(33.59436692265714, 130.34990017736308)","(33.594391720458816, 130.35005640168674)"
-2412.9487205767355,"[33.59444646167903, 130.3502088357977]","(6654, 6655)","(33.594391720458816, 130.35005640168674)","(33.59440184870922, 130.35021174453368)"
-2419.501586457201,"[33.59442629482, 130.3503308595441]","(118, 6655)","(33.59440184870922, 130.35021174453368)","(33.59441115893673, 130.35033204488437)"
-2431.0590560272517,"[33.59444693944751, 130.3504618183992]","(118, 6655)","(33.59441115893673, 130.35033204488437)","(33.59442147807654, 130.350463812362)"
-2435.848853202539,"[33.59444130680858, 130.3505860046766]","(118, 6655)","(33.59442147807654, 130.350463812362)","(33.59443110989153, 130.35058680323033)"
-2446.3770985873134,"[33.59440396542995, 130.3506802507959]","(118, 6650)","(33.59443110989153, 130.35058680323033)","(33.594402901052355, 130.35069493920668)"
-2461.7509560667386,"[33.59429972450426, 130.350652295327]","(6644, 6650)","(33.594402901052355, 130.35069493920668)","(33.59432790961951, 130.35064379505414)"
-2469.5475284024633,"[33.59434184714555, 130.3506930248163]","(118, 6650)","(33.59432790961951, 130.35064379505414)","(33.59435189830976, 130.350679570502)"
-2482.340907891415,"[33.59436086568385, 130.3507179525963]","(118, 6650)","(33.59435189830976, 130.350679570502)","(33.594370362223096, 130.35068869000446)"
-2600.8077873810744,"[33.59443740084171, 130.3509201241008]","(6650, 6652)","(33.594370362223096, 130.35068869000446)","(33.5943779, 130.3507478)"
-2630.6376205235756,"[33.59443431630134, 130.3509751093856]","(6652, 10193)","(33.5943779, 130.3507478)","(33.59440642426658, 130.35097915335268)"
-2640.8156934827716,"[33.594376606898, 130.3510514685235]","(6652, 10193)","(33.59440642426658, 130.35097915335268)","(33.59439507373396, 130.35105916303849)"
-2741.831117591934,"[33.59428156449794, 130.3511390594117]","(10193, 10195)","(33.59439507373396, 130.35105916303849)","(33.59436787374899, 130.35115177193688)"
-2860.3037804195483,"[33.59421873375177, 130.3512201794706]","(10193, 10195)","(33.59436787374899, 130.35115177193688)","(33.594354845111944, 130.35124022736895)"
-2934.2054140228597,"[33.59415544200092, 130.3513362185381]","(10195, 10196)","(33.594354845111944, 130.35124022736895)","(33.594225, 130.3513522)"
-2959.135880251764,"[33.59405910040586, 130.3513468635551]","(10192, 10196)","(33.594225, 130.3513522)","(33.5940451, 130.351371)"
-2963.950695167588,"[33.59394906278103, 130.3513420188151]","(10189, 10192)","(33.5940451, 130.351371)","(33.593947940090565, 130.35134646466935)"
-2974.0310586868413,"[33.5938498713389, 130.3514054362945]","(10189, 10190)","(33.593947940090565, 130.35134646466935)","(33.5938562, 130.3513984)"
-2993.2054198161777,"[33.59377235549837, 130.3514307161144]","(6622, 10190)","(33.5938562, 130.3513984)","(33.5938, 130.3514099)"
-3110.2221997196807,"[33.59370514939874, 130.3513072339169]","(10189, 10190)","(33.5938, 130.3514099)","(33.5938485, 130.3513255)"
-3229.5515877072007,"[33.59362073525189, 130.3512593397222]","(6622, 10190)","(33.5938485, 130.3513255)","(33.5938, 130.3514099)"
Path5
1,"[33.59088500778525, 130.3452058454327]","(6590, 10552)","(33.59086891653814, 130.34528057044233)","(33.59086891653814, 130.34528057044233)"
-41.68204607094344,"[33.59100822176188, 130.3452420720182]","(6590, 10552)","(33.59086891653814, 130.34528057044233)","(33.590994125454166, 130.3453075328692)"
-65.62840007633277,"[33.59113711028694, 130.3452888095103]","(6590, 10552)","(33.590994125454166, 130.3453075328692)","(33.59112692055246, 130.34533612890087)"
-94.15507632160755,"[33.59124197627752, 130.3453069814763]","(6590, 10552)","(33.59112692055246, 130.34533612890087)","(33.591230234373626, 130.34535909724227)"
-156.96489340086438,"[33.59133857771157, 130.3452995048187]","(6590, 10552)","(33.591230234373626, 130.34535909724227)","(33.591320565876416, 130.34537944931435)"
-174.89239630637357,"[33.59143134861588, 130.3453632072828]","(6590, 10552)","(33.591320565876416, 130.34537944931435)","(33.5914225141195, 130.34540241868746)"
-214.7584696257513,"[33.59155136070549, 130.3453656715623]","(6590, 10552)","(33.5914225141195, 130.34540241868746)","(33.59153725685035, 130.34542827071311)"
-220.15080324494474,"[33.59167456630021, 130.3454453164063]","(6590, 10552)","(33.59153725685035, 130.34542827071311)","(33.59167158785587, 130.34545853606045)"
-226.21740552890455,"[33.59181612826287, 130.3454733957819]","(6590, 10552)","(33.59167158785587, 130.34545853606045)","(33.591812331777305, 130.34549024626503)"
-229.780344169996,"[33.59187444116323, 130.3455003519825]","(6590, 10552)","(33.591812331777305, 130.34549024626503)","(33.59187360754346, 130.34550405195594)"
-233.3252519090092,"[33.59198817520737, 130.34552601737]","(6590, 10552)","(33.59187360754346, 130.34550405195594)","(33.591987350298034, 130.3455296786827)"
-254.54269885440345,"[33.5921100983709, 130.3455122207574]","(6590, 10552)","(33.591987350298034, 130.3455296786827)","(33.592100425120954, 130.3455551549216)"
-279.1340050141632,"[33.59224836624562, 130.3455381543658]","(6590, 10552)","(33.592100425120954, 130.3455551549216)","(33.59223757399575, 130.34558605514687)"
-308.90203616745447,"[33.59235760758965, 130.3455569465927]","(6590, 10552)","(33.59223757399575, 130.34558605514687)","(33.59234556734903, 130.34561038650904)"
-402.0764316457737,"[33.59244988396167, 130.3455308621101]","(6590, 10552)","(33.59234556734903, 130.34561038650904)","(33.592427792844816, 130.34562891226324)"
-442.1803809156606,"[33.5925736511439, 130.3455955536387]","(6590, 10552)","(33.592427792844816, 130.34562891226324)","(33.592559452019714, 130.34565857563575)"
-473.343556410451,"[33.59266527372747, 130.3456247729532]","(6590, 10552)","(33.592559452019714, 130.34565857563575)","(33.59265291354453, 130.3456796329151)"
-480.17842690914455,"[33.59274454976767, 130.3456810825787]","(6590, 10552)","(33.59265291354453, 130.3456796329151)","(33.59274043368498, 130.3456993515753)"
-507.41626306455964,"[33.59283463846295, 130.3456675709508]","(6590, 6627)","(33.59274043368498, 130.3456993515753)","(33.59282365737729, 130.3457177897864)"
-539.0364589410821,"[33.59293408136218, 130.3456838821344]","(6590, 6627)","(33.59282365737729, 130.3457177897864)","(33.59292196638549, 130.34573928649434)"
-544.7340921266986,"[33.59305289693511, 130.3457522323638]","(6590, 6627)","(33.59292196638549, 130.34573928649434)","(33.593049623892504, 130.3457672006824)"
-582.2498215123888,"[33.59314143078736, 130.3458497348524]","(6590, 6627)","(33.593049623892504, 130.3457672006824)","(33.59315446518817, 130.34579012577086)"
-587.5816058769157,"[33.59326232926323, 130.3458223679386]","(6590, 6627)","(33.59315446518817, 130.34579012577086)","(33.59326413567527, 130.34581410683293)"
-591.9089386955718,"[33.59336889468468, 130.3458473669648]","(6590, 6627)","(33.59326413567527, 130.34581410683293)","(33.593371055223564, 130.34583748636186)"
-613.2866996687519,"[33.59346999510526, 130.3458147404067]","(6590, 6627)","(33.593371055223564, 130.34583748636186)","(33.59346073347075, 130.3458570958272)"
-620.1812821480883,"[33.59357616029083, 130.3458620143406]","(6590, 6627)","(33.59346073347075, 130.3458570958272)","(33.593571919519285, 130.34588140828902)"
