prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
-168.51216766304725,"[33.59224139250217, 130.3578122948579]","(9561, 9562)","(33.59238595676722, 130.35789205456626)","(33.59217967277594, 130.35783344817258)"
-181.26354417717423,"[33.59218584562986, 130.3577753474287]","(9561, 9562)","(33.59217967277594, 130.35783344817258)","(33.592162501878, 130.3577833480755)"
-186.4159583978692,"[33.59215043208896, 130.3576991894565]","(9561, 9562)","(33.592162501878, 130.3577833480755)","(33.59213899744569, 130.35770157044905)"
-196.97714179610355,"[33.59214511796235, 130.3576017414502]","(9561, 9562)","(33.59213899744569, 130.35770157044905)","(33.592121399733195, 130.3576056002709)"
-219.8952344577901,"[33.59213751557617, 130.357474336522]","(9561, 9562)","(33.592121399733195, 130.3576056002709)","(33.59209866146528, 130.35748295821907)"
-226.88796113511899,"[33.59209750037043, 130.3573415839396]","(9560, 9562)","(33.59209866146528, 130.35748295821907)","(33.59210397375873, 130.3573532527981)"
-242.36354396288996,"[33.59204334489404, 130.3572384194754]","(9562, 9563)","(33.59210397375873, 130.3573532527981)","(33.5920217578984, 130.35724672582765)"
-250.78840041969914,"[33.59198970071374, 130.3571197987817]","(9562, 9563)","(33.5920217578984, 130.35724672582765)","(33.591972928284505, 130.357130863926)"
-277.3873003139063,"[33.59194370082913, 130.3570138850532]","(9413, 9563)","(33.591972928284505, 130.357130863926)","(33.59190345167083, 130.35702770894636)"
-282.88739237720995,"[33.5918735694453, 130.3569257744871]","(9413, 9563)","(33.59190345167083, 130.35702770894636)","(33.59186558422215, 130.35692884933036)"
-291.4766207984687,"[33.59180417566894, 130.3568109256498]","(9413, 9563)","(33.59186558422215, 130.35692884933036)","(33.591822521580646, 130.35680644132643)"
-311.9659262166282,"[33.59175551033913, 130.3566886001549]","(9413, 9563)","(33.591822521580646, 130.35680644132643)","(33.591791563398594, 130.35667978764238)"
-319.9300022873286,"[33.59177892937659, 130.3565771543703]","(9413, 9563)","(33.591791563398594, 130.35667978764238)","(33.59176265522815, 130.35658218456166)"
-337.9825024860202,"[33.59172923307268, 130.3564566393665]","(9413, 9563)","(33.59176265522815, 130.35658218456166)","(33.59169720701428, 130.35647114840955)"
-342.4322484880861,"[33.59165506161152, 130.3563564253322]","(9413, 9563)","(33.59169720701428, 130.35647114840955)","(33.59164935085387, 130.3563574368085)"
-352.0061248845944,"[33.59160588498561, 130.3562613745503]","(9413, 10546)","(33.59164935085387, 130.3563574368085)","(33.59162660035121, 130.35625410600096)"
-358.9210752305959,"[33.59160519766955, 130.3562068418882]","(9595, 10546)","(33.59162660035121, 130.35625410600096)","(33.5916141, 130.3562181)"
-444.9061004782526,"[33.59160636275409, 130.3560855054579]","(6002, 10546)","(33.5916141, 130.3562181)","(33.5916004, 130.3561789)"
-498.97955045982326,"[33.59158353883176, 130.3559985515944]","(6002, 10466)","(33.5916004, 130.3561789)","(33.59152755348068, 130.35601820122855)"
-525.285986068079,"[33.59151734694241, 130.3558247947417]","(6002, 10466)","(33.59152755348068, 130.35601820122855)","(33.59147537756912, 130.35583472664206)"
-530.7236548263335,"[33.59142290803938, 130.3556994852893]","(6002, 10466)","(33.59147537756912, 130.35583472664206)","(33.59142635956497, 130.35569774773313)"
